City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,alice springs,-23.7,133.8833,19.75,18,0,0.0,AU,1696978528
281,lagoa,39.05,-27.9833,20.23,83,88,11.52,PT,1696978589
282,tsiombe,-25.3,45.4833,20.86,87,94,5.66,MG,1696978590
283,mar del plata,-38.0023,-57.5575,17.01,77,0,4.12,AR,1696978590
284,kaiyuan,23.6977,103.3037,14.79,92,86,0.99,CN,1696978590
285,sao joaquim,-28.2939,-49.9317,10.03,97,2,1.62,BR,1696978590
286,shingu,33.7333,135.9833,17.8,65,96,2.0,JP,1696978590
287,puducherry,11.9333,79.8167,26.18,87,95,3.68,IN,1696978591
288,caribou,46.8606,-68.012,12.24,83,100,0.0,US,1696978291
289,flin flon,54.7682,-101.865,11.91,62,0,3.09,CA,1696978591
290,okha,53.5739,142.9478,8.02,75,21,6.84,RU,1696978591
291,trincomalee,8.5711,81.2335,26.12,85,96,4.06,LK,1696978591
292,zeya,53.75,127.2667,4.71,78,27,1.88,RU,1696978591
293,wynyard,-41.0,145.7167,12.74,62,38,2.68,AU,1696978592
294,mallow,52.1333,-8.6333,15.57,97,100,2.28,IE,1696978592
295,chipinge,-20.1883,32.6236,15.44,88,78,2.63,ZW,1696978592
296,chalonnes-sur-loire,47.3516,-0.7631,15.0,66,3,2.97,FR,1696978592
297,neftcala,39.3742,49.2472,16.86,80,100,3.83,AZ,1696978592
298,yulinshi,38.2906,109.7494,11.32,62,100,2.2,CN,1696978593
299,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,89,40,4.92,RU,1696978593
300,laramie,41.3114,-105.5911,19.98,17,20,4.12,US,1696978559
301,qamdo,31.1667,97.2333,-0.58,82,56,2.29,CN,1696978593
302,salinopolis,-0.6136,-47.3561,27.27,76,26,6.11,BR,1696978594
303,hohhot,40.8106,111.6522,4.16,75,0,2.0,CN,1696978594
304,embu,-23.6489,-46.8522,18.39,93,56,3.83,BR,1696978594
305,tavda,58.0425,65.2726,4.83,64,84,2.68,RU,1696978594
306,orosei,40.3798,9.6929,19.88,55,1,1.62,IT,1696978594
307,cognac,45.5,-0.25,17.43,88,0,1.03,FR,1696978594
308,sovetskiy,61.3614,63.5842,1.05,80,71,2.24,RU,1696978595
309,betio village,1.358,172.9211,31.02,71,48,3.71,KI,1696978595
310,zelenogorskiy,55.0333,87.0,8.76,89,37,2.02,RU,1696978595
311,yuzhno-kurilsk,44.0306,145.8556,11.88,88,71,8.51,RU,1696978595
312,port-vila,-17.7338,168.3219,25.78,61,40,4.63,VU,1696978596
313,timbuktu,16.7735,-3.0074,33.84,22,60,2.67,ML,1696978596
314,codrington,-38.2667,141.9667,18.91,45,5,6.7,AU,1696978596
315,la'ie,21.6477,-157.9253,31.98,64,93,4.85,US,1696978596
316,kailua-kona,19.6406,-155.9956,29.17,72,20,5.14,US,1696978596
317,sao vicente,-23.9631,-46.3919,22.1,26,90,0.45,BR,1696978528
318,pitimbu,-7.4706,-34.8086,26.33,78,63,4.52,BR,1696978597
319,touros,-5.1989,-35.4608,25.73,76,43,6.55,BR,1696978345
320,rameswaram,9.2833,79.3,27.99,79,99,8.86,IN,1696978597
321,kerikeri,-35.2268,173.9474,16.06,93,90,2.19,NZ,1696978597
322,aleksandrov gay,50.147,48.5704,5.8,55,98,3.26,RU,1696978597
323,kanye,-24.9667,25.3327,19.94,63,100,1.32,BW,1696978598
324,bowling green,36.9903,-86.4436,20.96,41,0,3.09,US,1696978547
325,castillos,-34.1667,-53.8333,15.13,89,70,3.98,UY,1696978598
326,kone,-21.0595,164.8658,25.35,55,74,1.63,NC,1696978598
327,sao lourenco do sul,-31.3653,-51.9783,17.62,87,0,6.47,BR,1696978598
328,nadym,65.5333,72.5167,3.36,83,100,5.77,RU,1696978599
329,bikenibeu village,1.3673,173.1241,30.98,74,75,2.06,KI,1696978599
330,grand falls-windsor,48.9332,-55.6649,14.17,86,100,4.81,CA,1696978373
331,paveh,35.0434,46.3565,16.39,49,37,1.76,IR,1696978599
332,willowmore,-33.2926,23.4895,11.52,85,49,4.33,ZA,1696978599
333,pozoblanco,38.3791,-4.8483,18.05,35,3,0.25,ES,1696978599
334,luderitz,-26.6481,15.1594,14.47,88,14,2.43,NA,1696978600
335,weno,7.4515,151.8468,30.97,79,75,2.57,FM,1696978600
336,coahuayana de hidalgo,18.7,-103.6583,24.95,89,100,3.14,MX,1696978600
337,canutama,-6.5339,-64.3831,31.14,41,68,1.31,BR,1696978600
338,zapolyarnyy,69.4154,30.8136,-3.4,93,35,1.56,RU,1696978601
339,santa isabel,-23.3156,-46.2214,19.84,88,61,3.06,BR,1696978406
340,christchurch,-43.5333,172.6333,14.07,71,20,6.17,NZ,1696978324
341,sitka,57.0531,-135.33,11.94,82,20,1.54,US,1696978601
342,east ballina,-28.8667,153.5833,23.22,58,27,0.56,AU,1696978601
343,birobidzhan,48.8,132.95,5.46,65,0,2.42,RU,1696978602
344,pitangui,-19.6828,-44.8903,24.26,75,59,4.55,BR,1696978602
345,jinchang,38.4953,102.1739,11.88,42,100,3.36,CN,1696978602
346,new norfolk,-42.7826,147.0587,14.95,47,91,1.45,AU,1696978602
347,new yekepa,7.5794,-8.5378,20.87,98,91,1.04,LR,1696978602
348,mizan teferi,6.9833,35.5833,16.72,89,73,1.33,ET,1696978603
349,hat yai,7.0084,100.4767,25.1,94,40,0.51,TH,1696978603
350,timimoun,29.2639,0.231,24.21,29,0,6.17,DZ,1696978603
351,forster,-32.1667,152.5167,22.38,69,9,1.98,AU,1696978603
352,nikolayevka,53.1257,47.2041,-0.38,93,16,2.78,RU,1696978603
353,port douglas,-16.4833,145.4667,24.61,69,79,6.36,AU,1696978604
354,waterford,42.7023,-83.4027,8.95,92,100,4.63,US,1696978573
355,dieppe,49.75,1.1667,15.74,87,25,3.28,FR,1696978604
356,east london,-33.0153,27.9116,17.91,90,96,6.85,ZA,1696978509
357,ar rass,25.8694,43.4973,26.64,15,0,5.21,SA,1696978604
358,inirida,3.8653,-67.9239,22.25,94,100,1.96,CO,1696978605
359,castanhal,-1.2939,-47.9264,26.74,73,67,3.12,BR,1696978529
360,nguigmi,14.2495,13.1092,31.79,30,50,4.67,NE,1696978605
361,bredasdorp,-34.5322,20.0403,15.29,82,64,4.55,ZA,1696978605
362,poltava,49.5937,34.5407,1.26,68,0,2.9,UA,1696978605
363,miramichi,47.0043,-65.4654,12.1,55,65,2.29,CA,1696978606
364,borger,52.9233,6.7931,18.04,78,100,6.96,NL,1696978606
365,verdal,63.7933,11.4817,9.02,93,100,0.65,NO,1696978606
366,mosfellsbaer,64.1667,-21.7,4.01,70,75,17.49,IS,1696978606
367,port alfred,-33.5906,26.891,16.77,95,99,2.68,ZA,1696978607
368,keflavik,64.0049,-22.5624,4.24,65,75,14.4,IS,1696978607
369,monrovia,6.3005,-10.7969,25.87,87,74,2.89,LR,1696978585
370,adilabad,19.6667,78.5333,23.53,69,3,1.64,IN,1696978607
371,borogontsy,62.6683,131.1683,1.27,99,100,1.79,RU,1696978607
372,al ghayzah,16.2079,52.176,25.33,83,10,1.68,YE,1696978607
373,okhotsk,59.3833,143.3,2.29,91,100,2.6,RU,1696978608
374,beauharnois,45.3168,-73.8659,11.19,93,100,1.03,CA,1696978608
375,fonte boa,-2.4959,-66.2662,29.91,47,99,0.57,BR,1696978608
376,labrador city,52.9463,-66.9114,8.95,87,100,1.54,CA,1696978608
377,libreville,0.3925,9.4537,24.66,93,100,2.63,GA,1696978609
378,mil'kovo,55.6078,37.7956,0.23,92,45,3.02,RU,1696978609
379,egersund,58.4513,5.9997,15.05,97,98,7.78,NO,1696978609
380,fortuna,40.5982,-124.1573,17.19,100,75,4.12,US,1696978609
381,junin,-34.5838,-60.9433,21.05,63,97,4.81,AR,1696978610
382,waingapu,-9.6567,120.2641,25.94,74,12,1.59,ID,1696978610
383,broome,42.2506,-75.833,12.01,71,100,1.57,US,1696978610
384,brisas de zicatela,15.8369,-97.0419,28.76,79,99,5.39,MX,1696978610
385,san marcos de colon,13.4333,-86.8,23.85,94,87,1.64,HN,1696978610
386,aripuana,-9.1667,-60.6333,23.14,96,84,1.36,BR,1696978611
387,flying fish cove,-10.4217,105.6791,24.82,88,75,4.12,CX,1696978611
388,arica,-18.475,-70.3042,20.75,68,0,3.6,CL,1696978054
389,springs,-26.25,28.4,17.16,43,96,3.23,ZA,1696978611
390,gourcy,13.2167,-2.35,27.8,52,57,2.93,BF,1696978611
391,haiku-pauwela,20.9219,-156.3051,29.01,54,40,9.26,US,1696978612
392,kalilangan,7.8211,124.7314,20.55,97,100,0.71,PH,1696978612
393,velikiye luki,56.34,30.5452,2.46,83,62,3.01,RU,1696978367
394,san pedro de uraba,8.2752,-76.3764,25.9,92,97,1.75,CO,1696978612
395,itoman,26.1247,127.6694,26.43,62,40,8.23,JP,1696978612
396,eyl,7.9803,49.8164,26.29,86,100,4.05,SO,1696978613
397,massillon,40.7967,-81.5215,14.29,47,100,2.57,US,1696978613
398,alaghsas,17.0187,8.0168,29.88,16,10,7.02,NE,1696978613
399,saldanha,-33.0117,17.9442,13.03,81,0,3.57,ZA,1696978613
400,bardai,11.65,7.2333,25.25,38,9,1.9,NG,1696978613
401,boende,-0.2167,20.8667,20.35,99,99,1.17,CD,1696978614
402,taulaga,-11.0553,-171.0883,27.68,82,64,8.51,AS,1696978614
403,hunchun,42.8675,130.3581,10.27,62,0,1.41,CN,1696978614
404,khash,28.2211,61.2158,20.97,17,0,1.04,IR,1696978614
405,talodi,10.6325,30.3797,26.41,63,77,2.01,SD,1696978615
406,rampur,28.8167,79.0333,22.66,65,0,1.99,IN,1696978615
407,taoudenni,22.6783,-3.9836,29.72,16,62,5.26,ML,1696978615
408,kabo,7.6994,18.629,21.84,92,18,1.75,CF,1696978615
409,moroni,-11.7022,43.2551,24.2,81,14,0.74,KM,1696978615
410,nizhnesortymskiy,62.4397,71.7603,3.34,88,93,4.91,RU,1696978616
411,kununurra,-15.7667,128.7333,25.99,73,87,0.0,AU,1696978616
412,gonabad,34.3529,58.6837,20.28,24,7,0.98,IR,1696978616
413,hotan,37.0997,79.9269,13.77,38,1,1.3,CN,1696978616
414,taroa,8.7058,171.2275,28.17,78,96,6.2,MH,1696978616
415,kostyantynivka,48.5277,37.7069,3.11,80,54,3.14,UA,1696978616
416,sisimiut,66.9395,-53.6735,0.48,91,100,3.84,GL,1696978617
417,sangmelima,2.9333,11.9833,19.32,96,52,0.95,CM,1696978617
418,carutapera,-1.195,-46.02,26.85,79,20,4.3,BR,1696978617
419,jaragua,-15.7569,-49.3344,26.65,62,100,2.73,BR,1696978444
420,la grande,45.3246,-118.0877,15.0,88,100,0.44,US,1696978530
421,chegdomyn,51.1167,133.0167,3.45,77,13,0.12,RU,1696978617
422,muroto-misakicho,33.2833,134.15,19.96,59,100,6.47,JP,1696978618
423,le passage,44.2014,0.6028,14.08,77,0,1.03,FR,1696978618
424,nar'yan-mar,67.6713,53.087,1.17,76,54,4.02,RU,1696978618
425,tezu,27.9167,96.1667,21.04,98,70,1.42,IN,1696978618
426,barra dos coqueiros,-10.9089,-37.0386,26.01,78,20,4.12,BR,1696978618
427,kathu,7.9178,98.3332,24.9,81,99,4.37,TH,1696978619
428,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,4.63,EC,1696978346
429,colonia,50.9333,6.95,19.93,75,0,3.09,DE,1696978617
430,marsa alam,25.0757,34.8918,28.01,57,0,6.48,EG,1696978619
431,victoria falls,-17.9235,25.843,24.72,28,3,2.45,ZW,1696978619
432,salahonda,2.1019,-78.7217,26.27,85,88,6.79,CO,1696978620
433,namie,37.4833,141.0,17.62,61,35,5.48,JP,1696978620
434,cidreira,-30.1811,-50.2056,18.35,87,1,10.49,BR,1696978620
435,callaway,30.153,-85.5699,24.41,59,20,2.06,US,1696978620
436,ishikawa,26.4233,127.8214,26.41,75,40,3.6,JP,1696978620
437,yelizovo,53.1873,158.3805,5.08,75,40,3.13,RU,1696978620
438,bullhead city,35.1478,-114.5683,36.03,18,1,4.02,US,1696978621
439,howard springs,-12.497,131.047,28.79,61,86,3.1,AU,1696978621
440,la sarre,48.8002,-79.1996,3.57,95,100,2.45,CA,1696978621
441,amurzet,47.6967,131.0981,8.73,64,1,2.56,RU,1696978621
442,ancud,-41.8697,-73.8203,7.98,61,82,4.77,CL,1696978621
443,alvand,36.3187,49.1678,12.43,55,34,2.62,IR,1696978622
444,nema,57.5067,50.5011,3.9,95,100,2.63,RU,1696978622
445,antsiranana,-12.2787,49.2917,22.28,87,74,5.22,MG,1696978622
446,mukalla,14.5425,49.1242,27.26,78,41,2.32,YE,1696978622
447,copala,16.65,-98.9833,25.29,85,100,3.3,MX,1696978622
448,luorong,24.4058,109.6086,18.82,77,98,3.08,CN,1696978623
449,cheremukhovo,60.3484,59.9851,3.31,75,92,4.92,RU,1696978623
450,misratah,32.3754,15.0925,23.7,66,0,2.45,LY,1696978623
451,meadow lake,34.8014,-106.5436,25.71,27,88,4.46,US,1696978623
452,donggongon,5.907,116.1015,25.96,83,20,1.54,MY,1696978624
453,tadine,-21.55,167.8833,22.92,59,84,4.73,NC,1696978624
454,altai,46.3722,96.2583,3.24,61,32,1.27,MN,1696978624
455,nikol'sk,53.7189,46.0712,-0.99,96,22,3.14,RU,1696978624
456,lycksele,64.5954,18.6735,3.93,93,100,4.63,SE,1696978624
457,springbok,-29.6643,17.8865,11.03,79,2,2.11,ZA,1696978625
458,park forest village,40.8067,-77.9169,14.04,65,75,2.57,US,1696978625
459,veraval,20.9,70.3667,25.05,80,7,2.94,IN,1696978625
460,amursk,50.2261,136.8994,6.66,79,0,2.4,RU,1696978625
461,kruisfontein,-34.0033,24.7314,14.38,95,99,1.91,ZA,1696978625
462,nantucket,41.2835,-70.0995,15.56,85,0,4.12,US,1696978572
463,chamical,-30.36,-66.314,27.74,22,0,3.96,AR,1696978626
464,khedbrahma,24.0333,73.05,23.05,64,4,0.18,IN,1696978626
465,chake chake,-5.2459,39.7666,23.56,88,7,2.73,TZ,1696978626
466,tolanaro,-25.0319,46.9987,24.04,88,40,4.12,MG,1696978626
467,manado,1.487,124.8455,27.43,69,20,3.6,ID,1696978627
468,cove,7.221,2.3402,23.66,95,99,1.86,BJ,1696978627
469,eastham,41.8301,-69.9739,15.55,85,44,3.84,US,1696978627
470,konibodom,40.2843,70.4426,18.13,32,90,1.09,TJ,1696978627
471,elko,41.0002,-115.5012,20.01,18,100,8.94,US,1696978627
472,ugoofaaru,5.6667,73.0,27.1,80,98,4.9,MV,1696978628
473,asha,54.9973,57.2722,3.99,92,100,2.68,RU,1696978628
474,sundargarh,22.1167,84.0333,23.29,77,15,1.63,IN,1696978628
475,nicoya,10.1483,-85.452,26.72,87,100,1.15,CR,1696978609
476,san julian,21.0167,-102.1667,16.66,74,79,4.36,MX,1696978628
477,woolgoolga,-30.1106,153.2007,22.8,72,7,3.09,AU,1696978629
478,labytnangi,66.6572,66.4183,1.32,87,93,3.63,RU,1696978629
479,halmstad,56.6745,12.8568,15.57,100,75,8.23,SE,1696978629
480,juva,56.4368,57.9478,3.7,88,99,3.36,RU,1696978629
481,greenville,35.6127,-77.3663,22.01,73,0,0.0,US,1696978629
482,kelkit,40.1298,39.4361,7.0,94,23,1.75,TR,1696978630
483,porto novo,6.4965,2.6036,25.97,86,100,2.46,BJ,1696978459
484,changling,44.2653,124.0005,9.98,47,0,2.51,CN,1696978630
485,dryden,49.7833,-92.7503,7.16,76,100,2.57,CA,1696978630
486,kokoda,-8.8785,147.7407,28.15,80,99,1.72,PG,1696978630
487,conceicao do araguaia,-8.2578,-49.2647,32.29,32,63,1.57,BR,1696978630
488,midoun,33.8081,10.9923,19.92,62,2,1.68,TN,1696978631
489,santo antonio,-6.3106,-35.4789,23.46,78,39,4.3,BR,1696978631
490,livno,43.8269,17.0078,17.64,72,35,2.38,BA,1696978631
491,smara,26.7384,-11.6719,26.61,21,0,4.6,EH,1696978631
492,fuglafjordur,62.244,-6.814,8.26,77,69,14.32,FO,1696978631
493,fort st. john,56.2499,-120.8529,14.94,47,75,1.54,CA,1696978380
494,nouadhibou,20.931,-17.0347,24.99,83,65,1.03,MR,1696978521
495,dunedin,-45.8742,170.5036,14.48,49,33,1.79,NZ,1696978632
496,machico,32.7,-16.7667,25.62,46,20,1.03,PT,1696978632
497,laojunmiao,39.8333,97.7333,6.5,40,100,1.25,CN,1696978632
498,kuqa,41.7278,82.9364,14.7,54,5,0.31,CN,1696978632
499,eldorado,-23.7869,-54.2836,23.96,69,6,3.24,BR,1696978633
500,ofunato,39.0717,141.7167,15.67,76,14,1.49,JP,1696978633
501,mao,39.8885,4.2658,20.31,88,20,1.03,ES,1696978633
502,bel ombre,-4.6167,55.4167,26.91,83,20,3.6,SC,1696978633
503,pandan,14.0453,124.1694,27.38,87,95,2.56,PH,1696978634
504,kertih,4.5141,103.4483,25.05,94,42,0.0,MY,1696978634
505,jasrana,27.25,78.6833,26.67,48,1,0.9,IN,1696978634
506,great falls,47.5002,-111.3008,23.54,38,20,8.23,US,1696978582
507,bykhaw,53.5193,30.2469,1.39,65,83,2.26,BY,1696978634
508,dan gora,11.5349,8.1522,25.52,37,11,1.47,NG,1696978635
509,isiro,2.7739,27.616,19.98,100,100,1.46,CD,1696978635
510,antalaha,-14.9003,50.2788,21.07,87,100,1.96,MG,1696978635
511,seydi,39.4816,62.9137,15.83,43,96,5.01,TM,1696978635
512,ambodifotatra,-16.9833,49.85,23.24,84,24,2.01,MG,1696978635
513,bereznik,62.8551,42.7072,0.55,97,93,2.26,RU,1696978636
514,tonj,7.2737,28.6822,21.63,91,100,2.16,SS,1696978636
515,martapura,-3.4167,114.85,22.05,100,98,2.06,ID,1696978636
516,noyabrsk,63.1994,75.4507,3.46,71,31,7.6,RU,1696978636
517,high river,50.5834,-113.8687,21.76,44,100,6.43,CA,1696978636
518,penzance,50.1186,-5.5371,16.38,92,81,6.56,GB,1696978112
519,koronowo,53.3137,17.937,11.02,96,100,3.31,PL,1696978637
520,huarmey,-10.0681,-78.1522,20.47,80,57,5.13,PE,1696978637
521,tomatlan,19.9333,-105.25,22.01,96,100,10.0,MX,1696978637
522,ta`u,-14.2336,-169.5144,26.76,79,76,8.74,AS,1696978637
523,quang ngai,15.1167,108.8,24.01,90,88,2.14,VN,1696978637
524,querqueville,49.6625,-1.6912,15.82,100,100,6.69,FR,1696978638
525,huanggang,23.677,116.9996,22.94,85,46,2.93,CN,1696978638
526,vila franca do campo,37.7167,-25.4333,22.23,99,91,6.22,PT,1696978638
527,iranshahr,27.2025,60.6848,27.85,26,0,0.17,IR,1696978638
528,freetown,8.484,-13.2299,25.59,87,100,3.16,SL,1696978638
529,ulsteinvik,62.3432,5.8487,10.5,86,100,9.39,NO,1696978639
530,kavieng,-2.5744,150.7967,28.79,77,87,5.4,PG,1696978639
531,guankou,28.15,113.6333,15.89,93,54,0.77,CN,1696978639
532,mahina,-17.5065,-149.489,29.87,62,75,2.06,PF,1696978639
533,ponta delgada,37.7333,-25.6667,22.4,83,20,6.69,PT,1696978639
534,mossel bay,-34.1831,22.146,11.96,90,22,3.74,ZA,1696978640
535,dingzhou,38.5131,114.9956,10.06,59,0,0.19,CN,1696978640
536,kerrville,30.0474,-99.1403,22.52,76,100,5.66,US,1696977995
537,mantua,45.1667,10.7833,19.58,89,43,2.58,IT,1696978640
538,margate,51.3813,1.3862,15.39,84,100,2.24,GB,1696978640
539,villa regina,-39.1,-67.0667,14.43,15,100,0.89,AR,1696978640
540,stornoway,58.2093,-6.3865,7.98,86,20,4.12,GB,1696978641
541,whangarei,-35.7317,174.3239,15.73,70,80,2.91,NZ,1696978641
542,mahibadhoo,3.7833,72.9667,28.06,77,94,6.47,MV,1696978641
543,ocean shores,46.9737,-124.1563,16.0,93,75,9.77,US,1696978529
544,zhezqazghan,47.7833,67.7667,9.62,33,97,5.35,KZ,1696978641
545,verkhnevilyuysk,63.4453,120.3167,7.75,74,100,3.58,RU,1696978642
546,namibe,-15.1961,12.1522,19.47,85,98,1.08,AO,1696978642
547,siocon,7.7061,122.1353,25.79,91,100,1.7,PH,1696978642
548,pisco,-13.7,-76.2167,20.03,77,0,9.77,PE,1696978642
549,tyukhtet,56.5389,89.3011,10.11,76,36,2.77,RU,1696978643
550,dzhambeyty,50.2536,52.595,4.02,71,62,3.52,KZ,1696978643
551,dzhangala,49.2167,50.3333,5.48,54,93,3.78,KZ,1696978643
552,muscat,23.6139,58.5922,30.03,55,1,1.43,OM,1696978643
553,tchintabaraden,15.8969,5.7985,31.53,14,59,4.26,NE,1696978644
554,parras de la fuente,25.4167,-102.1833,14.64,87,100,3.19,MX,1696978644
555,andergrove,-21.0833,149.1833,25.91,65,8,6.09,AU,1696978644
556,wimpassing,48.1648,13.9863,12.13,89,34,1.03,AT,1696978644
557,kimbe,-5.5502,150.1429,29.66,71,96,0.18,PG,1696978644
558,bambari,5.768,20.6757,20.33,97,82,0.4,CF,1696978645
559,oriximina,-1.7656,-55.8661,30.48,41,6,1.27,BR,1696978378
560,jilib,0.4883,42.7854,25.06,76,74,3.53,SO,1696978645
